,kreis_key,prop_abitur_2006,prop_abitur_2007,prop_abitur_2008,prop_abitur_2009,prop_abitur_2010,prop_abitur_2011,prop_abitur_2012,prop_abitur_2013,prop_abitur_2014,prop_abitur_2015,prop_abitur_2016,prop_abitur_2017,prop_abitur_2018,prop_abitur_2019,prop_no_haupt_2006,prop_no_haupt_2007,prop_no_haupt_2008,prop_no_haupt_2009,prop_no_haupt_2010,prop_no_haupt_2011,prop_no_haupt_2012,prop_no_haupt_2013,prop_no_haupt_2014,prop_no_haupt_2015,prop_no_haupt_2016,prop_no_haupt_2017,prop_no_haupt_2018,prop_no_haupt_2019
58,03458,8.3,9.7,9.3,13.1,12.9,23.7,16.6,12.3,14.2,19.4,16.3,13.7,17.4,17.6,8.5,7.1,7.6,7.0,6.8,5.6,5.2,4.3,4.6,4.0,5.4,7.7,5.5,4.9
59,03459,14.3,15.6,16.0,16.6,19.0,31.1,20.8,20.8,21.9,23.1,23.6,24.0,23.6,24.0,8.9,7.8,7.3,6.4,4.9,4.7,5.9,4.1,4.9,5.8,5.0,6.8,6.6,6.3
60,03460,25.7,25.9,27.4,26.6,30.4,44.3,27.2,28.4,29.7,31.0,30.2,27.5,28.4,29.5,8.3,8.2,7.1,6.1,7.2,4.9,8.2,4.5,5.8,6.4,6.2,8.8,8.5,7.5
61,03461,19.8,24.9,21.0,24.9,23.0,38.2,22.5,25.7,24.9,25.8,28.1,26.8,21.8,26.9,6.3,4.8,5.4,4.3,2.8,3.6,3.2,4.1,4.3,5.5,4.0,4.1,6.0,5.0
62,03462,21.9,22.1,21.1,23.5,23.9,37.7,28.2,27.1,28.8,34.1,28.1,31.7,29.9,26.7,8.6,9.3,10.5,5.0,4.8,6.2,4.4,4.7,3.6,5.6,5.2,5.8,4.8,5.5
63,04011,29.7,29.9,33.2,32.7,35.5,36.1,45.2,37.5,37.7,37.2,41.4,38.1,37.0,35.9,6.7,7.2,6.2,5.1,4.4,6.2,4.6,6.1,6.4,5.5,6.2,8.4,8.4,9.2
64,04012,30.3,31.0,31.0,32.7,36.6,42.5,47.5,38.8,36.8,40.7,37.3,33.2,38.2,35.9,9.1,9.0,8.9,9.2,6.9,7.0,5.7,6.2,4.7,7.1,6.6,7.8,8.9,9.6
65,05111,32.5,32.2,34.2,35.6,36.3,38.3,40.9,51.4,42.1,42.8,43.0,42.6,43.2,42.9,7.1,7.6,6.6,8.4,6.9,5.8,5.4,5.0,6.8,5.0,6.2,5.6,6.4,5.4
66,05112,24.4,24.4,26.0,28.3,31.1,32.8,37.7,44.5,35.9,38.6,38.6,37.2,36.4,36.5,9.2,8.5,8.4,8.5,8.2,7.9,7.5,5.7,7.0,6.4,5.7,7.0,8.3,9.8
67,05113,32.3,31.2,34.1,35.1,36.9,39.1,40.9,51.1,41.0,44.0,44.4,40.0,45.4,42.8,7.0,7.2,7.9,8.0,6.8,6.8,5.4,5.8,9.3,6.8,6.6,7.8,7.6,8.0
68,05114,27.5,27.6,27.9,31.5,32.3,33.8,35.0,44.1,36.9,38.4,39.0,39.0,35.7,40.2,8.3,9.2,10.2,7.6,8.1,5.0,7.7,5.6,7.4,7.5,7.1,6.8,10.1,7.7
69,05116,27.1,27.4,28.9,30.3,31.5,33.6,36.9,45.5,38.2,38.7,39.4,41.1,42.9,40.5,8.0,8.9,8.4,7.7,8.3,7.3,6.1,7.1,6.8,8.3,6.7,7.4,9.3,8.9
70,05117,34.6,32.7,37.6,34.9,43.1,42.7,44.9,54.8,49.3,47.8,45.6,47.8,47.4,44.9,4.9,7.7,4.8,4.7,4.7,3.4,4.2,3.4,4.6,5.6,4.9,4.7,6.8,7.1
71,05119,23.5,25.3,27.1,28.5,31.1,34.0,36.7,44.6,40.5,39.5,41.3,41.9,42.7,41.8,9.4,6.5,7.4,7.4,6.3,7.8,5.2,4.7,4.7,5.9,5.3,5.5,7.2,7.3
72,05120,25.8,26.3,25.2,29.7,32.4,31.6,33.2,44.2,35.3,38.2,38.3,39.4,40.7,36.6,6.4,6.1,6.6,5.4,4.1,4.3,5.3,2.8,8.1,6.8,5.5,5.6,4.8,7.6
73,05122,28.2,28.5,30.2,34.2,32.5,35.5,38.0,48.5,40.6,39.6,41.2,42.6,41.6,43.6,7.0,7.9,6.1,5.6,6.3,5.1,4.4,4.4,7.3,5.0,4.2,5.6,5.4,6.5
74,05124,27.0,28.9,32.0,33.1,35.1,36.5,37.8,46.7,37.8,38.9,41.3,38.5,40.2,39.2,9.2,9.1,9.3,7.7,7.0,5.4,6.4,4.9,6.8,6.2,4.5,6.1,5.8,6.9
75,05154,20.3,22.0,21.4,22.8,25.1,27.5,28.6,39.7,29.9,30.4,29.9,30.1,31.3,31.9,7.0,6.2,6.3,4.9,5.0,5.1,4.9,5.5,6.7,6.4,7.9,7.6,6.7,6.7
76,05158,27.1,26.5,27.9,30.4,32.3,34.6,35.2,43.4,38.0,39.0,40.1,38.9,40.4,40.8,5.0,5.9,5.8,5.1,4.4,5.9,4.4,4.4,3.6,4.9,3.8,4.9,5.3,4.9
77,05162,30.9,30.8,34.1,34.4,36.6,40.2,42.3,50.5,44.4,45.4,44.2,44.1,48.6,48.1,5.0,5.7,5.5,4.8,4.0,3.9,4.1,3.4,4.2,2.6,3.4,3.5,4.2,3.9
78,05166,27.4,28.2,30.3,32.3,33.7,36.9,41.2,49.1,41.0,42.8,41.8,41.8,45.9,44.6,6.4,6.4,6.2,5.4,4.9,5.1,4.0,4.3,4.6,3.4,4.5,4.5,3.4,5.0
79,05170,23.7,24.4,28.3,28.1,30.7,34.3,37.1,45.7,38.6,39.9,41.3,39.5,41.2,41.0,5.6,5.8,5.4,5.3,4.7,4.6,4.2,4.3,5.4,5.3,4.8,4.9,5.3,5.6
80,05314,42.7,44.3,47.4,46.0,46.2,48.0,52.1,56.8,49.6,50.1,51.2,50.0,52.0,51.0,6.3,6.5,5.3,4.5,4.5,4.1,4.7,2.8,4.1,2.8,4.0,4.3,4.0,3.9
81,05315,29.7,29.5,32.7,34.0,35.1,36.4,40.1,47.8,39.3,41.4,42.9,42.1,42.2,43.1,7.6,8.0,6.9,5.5,5.9,5.4,5.1,4.3,5.2,5.1,4.9,4.6,5.9,6.0
82,05316,34.2,34.7,37.0,40.1,39.2,44.7,47.6,50.7,44.3,47.0,46.3,44.9,46.3,42.7,4.8,5.0,4.7,3.4,4.8,2.4,2.8,5.7,3.7,3.6,3.3,3.8,5.3,5.0
83,05334,24.29115044247788,26.484987893462467,28.508048780487808,34.2,35.5,38.2,40.9,51.7,42.4,42.8,44.3,44.0,44.0,44.0,8.167692307692308,7.4072289156626505,7.1497572815533985,5.3,5.9,5.0,4.7,3.7,4.7,5.1,4.7,4.8,6.5,6.2
84,05354,24.6,26.3,28.5,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.1,6.4,5.6,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
85,05358,23.5,24.0,27.8,28.8,28.7,33.6,34.1,44.7,36.3,36.8,36.4,38.8,37.6,40.1,5.7,4.7,4.5,4.1,5.7,4.5,4.2,3.8,4.3,5.4,4.5,5.0,7.3,6.0
86,05362,28.1,27.8,29.7,30.7,34.3,35.3,37.4,47.4,37.2,39.5,40.2,39.3,39.4,39.9,5.5,6.5,4.9,6.0,5.1,5.2,5.4,3.4,5.2,3.6,5.0,4.7,5.0,4.7
87,05366,28.3,26.8,27.2,28.7,31.7,32.7,36.2,46.0,36.7,39.2,38.9,39.0,38.1,40.3,3.5,4.3,3.7,5.3,3.0,4.1,3.6,3.2,4.9,5.1,5.0,4.8,6.5,6.6
88,05370,26.4,27.7,26.6,28.5,29.9,32.5,35.3,45.3,35.8,36.2,36.7,38.3,37.8,36.7,5.3,6.0,7.1,7.1,6.3,5.2,6.6,4.3,6.0,5.3,6.3,4.3,4.9,4.3
89,05374,23.9,25.3,25.8,26.4,28.6,31.3,35.1,44.0,33.0,37.3,39.4,36.2,37.3,37.4,6.1,6.0,5.8,5.9,5.1,5.2,3.2,3.7,3.9,3.8,4.1,4.0,4.4,4.7
90,05378,31.1,30.8,32.5,34.6,36.2,39.8,43.2,51.5,43.2,45.6,44.2,44.1,45.5,45.2,4.8,5.5,5.4,6.1,4.2,4.3,4.2,2.7,3.4,3.7,4.8,3.4,5.8,5.0
91,05382,29.3,30.9,32.7,35.5,37.4,38.6,40.8,50.0,41.0,44.0,41.3,42.0,43.1,43.7,5.2,4.5,6.4,5.3,4.3,5.5,4.2,4.5,4.6,4.1,3.7,4.3,4.2,4.5
92,05512,23.6,27.3,25.1,28.5,32.0,34.2,35.1,47.9,37.2,37.2,38.6,39.5,43.7,40.8,6.2,7.1,9.5,7.3,6.2,5.2,7.0,4.5,3.9,4.4,3.9,5.6,5.2,4.7
93,05513,21.2,22.0,24.2,26.5,26.9,29.1,29.9,36.9,30.0,31.6,31.0,30.7,31.3,32.1,9.6,10.1,9.8,9.3,10.2,9.6,8.6,8.5,10.6,9.6,11.8,10.0,8.5,10.1
94,05515,41.5,40.3,42.5,41.6,44.6,46.8,47.0,59.1,51.3,50.4,51.4,51.5,52.9,51.4,6.0,6.9,4.6,6.7,4.2,4.5,4.5,3.7,4.7,5.7,5.3,5.9,7.2,6.3
95,05554,18.7,19.4,20.6,20.7,22.2,25.3,24.5,38.7,28.1,28.7,29.3,29.2,30.0,29.1,6.8,5.0,7.4,5.9,5.5,5.1,4.7,4.0,5.2,4.4,5.4,5.8,5.1,5.0
96,05558,24.5,25.7,27.0,28.8,28.9,31.5,33.2,44.3,35.4,37.4,36.2,38.4,36.8,37.1,5.9,4.2,4.7,3.4,2.5,3.8,3.0,2.7,3.9,4.3,4.3,4.6,4.3,5.0
97,05562,24.9,23.7,26.4,28.7,28.6,32.0,33.2,42.6,33.3,34.1,34.3,33.3,35.7,35.0,7.0,6.9,6.9,5.8,6.4,7.0,5.4,5.1,6.5,6.9,6.1,6.5,7.2,6.1
98,05566,24.7,24.6,25.7,26.5,28.8,29.9,31.0,41.7,30.5,31.6,31.7,30.9,32.8,34.4,6.0,6.2,5.1,4.6,4.9,4.6,4.3,3.5,5.8,4.1,5.0,6.5,5.0,4.8
99,05570,24.5,25.2,24.9,27.7,29.2,31.1,32.7,43.3,33.6,33.5,34.8,34.7,37.0,34.8,6.2,3.7,4.6,3.8,3.6,3.6,3.6,2.9,3.4,3.7,4.3,4.8,4.2,4.2
100,05711,31.2,32.8,33.3,35.0,35.0,36.1,39.2,47.5,39.3,38.8,41.4,39.6,38.4,39.1,6.1,5.9,5.4,5.8,4.4,3.9,4.3,4.3,5.4,6.1,4.8,6.8,7.1,6.7
101,05754,22.5,22.6,23.9,26.1,29.3,31.4,33.2,44.0,35.0,35.4,36.3,34.9,35.7,39.1,3.5,4.9,4.9,4.6,4.2,4.6,3.6,3.4,4.8,4.8,5.9,6.7,5.7,4.9
102,05758,26.2,28.2,30.3,32.8,34.6,35.8,40.0,48.6,39.0,41.1,41.3,39.2,42.6,37.5,5.7,6.4,5.3,5.5,4.9,4.8,4.4,3.9,4.1,4.2,3.7,4.0,4.4,4.2
103,05762,27.4,25.3,28.3,30.2,32.5,35.7,35.7,48.2,35.3,36.2,38.1,37.0,36.5,36.4,4.4,3.9,4.7,5.7,4.0,4.3,4.4,3.9,6.3,5.4,7.1,5.8,5.6,6.2
104,05766,23.1,22.6,25.9,27.0,27.0,29.6,30.4,41.3,33.5,33.0,33.8,32.3,34.3,35.6,6.2,5.3,4.8,6.7,5.2,5.8,4.4,3.9,5.0,4.9,4.9,4.8,5.2,5.2
105,05770,27.0,27.0,30.1,33.0,33.9,36.0,37.3,46.4,36.3,38.2,37.9,39.7,38.2,37.0,4.9,6.1,5.7,6.5,5.5,6.0,5.0,3.8,6.1,6.1,5.9,6.9,6.2,6.6
106,05774,24.8,23.5,26.5,27.7,28.1,30.3,33.0,40.3,33.4,35.0,34.9,33.6,35.4,36.0,5.2,4.2,4.2,5.1,4.0,3.8,3.5,2.9,5.4,5.5,6.2,5.1,4.9,5.7
107,05911,30.7,29.8,30.9,32.3,35.3,36.0,38.1,46.2,39.4,41.3,39.5,40.8,42.2,39.4,7.2,7.2,7.1,6.9,4.2,5.8,6.0,4.0,6.1,6.0,5.8,7.2,7.0,7.8
108,05913,26.6,27.6,28.2,29.7,31.9,33.9,35.1,43.8,37.9,38.1,39.7,37.2,38.7,37.0,8.5,8.3,7.9,8.8,7.2,6.5,7.4,6.3,7.8,7.6,6.3,7.2,7.8,8.2
109,05914,30.2,29.0,30.8,32.5,33.0,36.9,36.0,45.3,35.1,38.1,38.9,38.3,39.3,38.4,6.5,7.8,7.1,7.0,7.0,4.8,5.3,3.7,6.3,5.4,5.3,6.1,6.6,6.4
110,05915,22.5,24.3,25.4,25.9,26.8,28.0,30.1,35.8,28.0,30.6,29.4,28.9,29.9,28.9,9.3,7.4,6.9,6.6,6.5,5.0,5.3,5.5,6.5,7.6,6.8,6.6,8.0,7.6
111,05916,26.0,21.6,27.2,27.3,30.0,34.3,33.2,43.3,33.6,35.6,37.3,35.7,34.9,35.0,7.6,6.9,7.6,7.1,8.0,7.0,8.0,5.9,5.4,8.2,6.6,9.1,9.9,8.7
112,05954,27.1,26.4,28.2,31.6,34.3,36.2,38.6,47.8,40.4,40.3,40.5,40.7,39.4,42.0,6.3,5.9,6.9,6.2,4.3,3.8,4.5,4.3,5.1,6.3,4.6,5.1,6.2,4.9
113,05958,22.6,21.3,23.9,26.6,26.3,28.1,30.4,42.5,29.4,30.7,31.3,30.0,33.1,32.8,7.3,7.1,6.5,5.9,6.0,5.4,6.1,3.8,4.7,5.0,6.5,5.6,6.9,4.2
114,05962,22.5,22.1,22.9,24.0,26.9,30.2,32.0,41.4,34.5,31.4,36.6,34.4,36.9,35.2,9.8,8.3,9.8,9.3,7.3,7.8,7.0,6.3,6.8,6.3,5.7,6.2,7.9,7.8
115,05966,21.9,23.4,22.8,26.1,27.6,31.2,32.9,44.6,34.7,33.7,35.3,35.6,35.4,36.1,8.8,7.2,5.8,6.3,6.4,5.9,5.5,5.5,4.1,4.8,4.5,4.8,6.2,6.0
116,05970,28.7,27.5,29.9,31.2,34.0,36.4,36.3,46.1,36.9,36.9,37.3,37.9,38.5,36.7,4.0,5.0,4.7,4.2,4.1,3.8,3.5,3.2,3.4,4.8,4.5,4.1,4.7,4.5
117,05974,26.5,26.3,30.1,29.4,31.7,31.3,34.0,47.5,35.4,35.0,36.7,36.9,37.1,38.5,5.8,6.8,5.9,4.8,4.3,4.4,5.2,3.6,4.1,4.6,6.0,6.4,5.6,6.8
118,05978,27.4,28.7,29.2,30.9,33.6,34.9,37.5,47.5,38.5,39.8,41.4,39.4,40.5,40.2,8.7,7.0,7.0,6.7,6.6,6.5,5.7,5.2,5.8,5.7,5.3,6.4,6.6,6.5
119,06411,43.9,26.484987893462467,45.5,47.6,51.9,54.9,53.0,57.7,59.7,58.5,56.8,49.0,51.7,50.5,5.0,7.4072289156626505,4.8,4.9,4.3,3.5,3.1,2.3,4.0,4.1,4.0,2.9,3.4,4.4
120,06412,30.7,26.484987893462467,33.1,34.0,37.0,37.2,40.5,40.6,48.1,45.4,40.6,37.2,38.0,37.6,9.3,7.4072289156626505,6.8,7.6,6.6,5.2,5.3,4.9,4.7,4.4,6.7,6.0,4.9,6.1
