,kreis_key,prop_abitur_2006,prop_abitur_2007,prop_abitur_2008,prop_abitur_2009,prop_abitur_2010,prop_abitur_2011,prop_abitur_2012,prop_abitur_2013,prop_abitur_2014,prop_abitur_2015,prop_abitur_2016,prop_abitur_2017,prop_abitur_2018,prop_abitur_2019,prop_no_haupt_2006,prop_no_haupt_2007,prop_no_haupt_2008,prop_no_haupt_2009,prop_no_haupt_2010,prop_no_haupt_2011,prop_no_haupt_2012,prop_no_haupt_2013,prop_no_haupt_2014,prop_no_haupt_2015,prop_no_haupt_2016,prop_no_haupt_2017,prop_no_haupt_2018,prop_no_haupt_2019
121,06413,25.6,26.484987893462467,27.0,26.7,32.2,32.3,29.7,37.3,36.9,38.2,32.4,29.8,26.3,31.0,15.7,7.4072289156626505,9.5,11.9,10.0,8.8,9.3,6.2,7.8,6.8,7.8,6.8,7.4,5.4
122,06414,31.8,26.484987893462467,32.2,33.4,33.9,33.3,36.9,39.7,44.4,42.8,38.9,35.8,38.1,36.0,9.6,7.4072289156626505,9.0,8.9,7.9,7.8,6.6,5.8,6.0,5.0,7.5,6.5,7.2,5.7
123,06431,31.2,26.484987893462467,31.0,32.2,33.4,34.8,35.2,45.2,47.4,40.5,38.2,35.7,35.1,35.7,5.2,7.4072289156626505,5.1,5.4,4.5,4.4,3.4,2.6,3.2,4.5,4.4,3.5,3.4,3.4
124,06432,20.7,26.484987893462467,22.4,22.3,25.4,28.2,29.3,33.2,39.5,37.8,34.8,35.3,34.7,33.1,7.8,7.4072289156626505,8.5,6.8,7.0,6.1,5.8,4.9,5.0,4.1,5.6,4.6,5.2,5.1
125,06433,19.2,26.484987893462467,20.8,23.7,24.9,23.9,26.5,30.1,34.4,33.1,31.7,28.4,30.1,26.8,7.8,7.4072289156626505,7.5,7.9,5.5,6.6,5.9,4.6,6.4,4.1,4.9,5.6,4.6,5.2
126,06434,37.0,26.484987893462467,35.9,38.4,41.1,42.1,50.0,46.4,50.6,55.7,47.6,45.8,45.8,44.7,3.7,7.4072289156626505,5.0,5.4,3.7,3.4,3.2,3.1,2.9,2.7,3.1,3.6,3.1,3.5
127,06435,21.0,26.484987893462467,22.9,24.1,24.3,26.4,28.4,33.7,31.3,32.9,29.1,28.7,29.0,23.1,8.8,7.4072289156626505,8.1,6.7,5.8,4.8,5.6,4.1,4.8,3.7,4.3,4.5,5.0,5.3
128,06436,24.8,26.484987893462467,28.5,31.2,31.4,27.3,36.4,44.5,46.8,43.5,40.6,37.0,36.8,37.1,8.3,7.4072289156626505,5.3,7.3,4.4,4.2,3.7,2.9,3.7,4.9,4.1,5.4,5.6,3.6
129,06437,24.1,26.484987893462467,24.9,25.9,25.6,27.9,31.2,35.5,35.9,32.3,34.1,31.0,32.8,25.7,9.5,7.4072289156626505,7.8,7.0,8.0,6.7,6.9,3.1,5.0,6.3,6.4,6.6,5.5,7.8
130,06438,26.4,26.484987893462467,31.0,29.5,31.3,34.0,33.7,41.5,42.2,40.0,34.7,31.6,37.0,35.1,8.0,7.4072289156626505,5.9,5.5,4.8,3.8,4.9,3.5,3.2,4.2,5.3,4.6,3.6,4.6
131,06439,22.3,26.484987893462467,27.6,26.4,30.4,36.2,36.3,41.2,43.0,45.0,38.8,37.6,37.6,36.9,6.8,7.4072289156626505,6.2,6.6,5.2,4.8,6.3,4.9,4.1,5.5,5.4,4.2,5.3,6.0
132,06440,27.4,26.484987893462467,33.9,34.0,37.1,38.3,37.6,46.3,49.4,47.5,41.8,40.2,40.2,40.7,7.5,7.4072289156626505,7.8,6.5,6.4,5.4,4.7,4.3,4.5,5.0,5.5,4.3,4.8,5.5
133,06531,26.2,26.484987893462467,29.7,29.2,32.7,33.1,36.7,43.0,43.1,46.6,44.2,41.2,39.6,33.1,7.6,7.4072289156626505,6.6,6.0,4.9,4.5,3.2,3.7,4.8,4.8,5.4,4.7,5.0,4.8
134,06532,17.5,26.484987893462467,19.4,20.9,22.2,24.0,22.9,28.2,32.9,26.2,21.9,22.5,22.7,19.4,7.5,7.4072289156626505,6.6,6.1,5.8,5.2,4.9,4.0,4.8,4.8,6.3,5.2,5.9,6.5
135,06533,20.3,26.484987893462467,24.1,22.2,24.0,27.5,24.5,38.7,27.9,27.4,24.9,26.0,25.2,25.0,6.6,7.4072289156626505,7.1,4.4,4.8,4.6,4.2,3.6,4.9,3.6,3.6,5.2,5.0,5.7
136,06534,25.6,26.484987893462467,29.6,28.0,32.4,32.0,34.3,39.6,44.7,38.6,37.2,31.4,34.1,33.7,9.3,7.4072289156626505,5.6,5.4,5.1,5.3,5.7,4.1,4.5,4.2,5.9,5.8,5.7,4.7
137,06535,14.5,26.484987893462467,18.9,18.4,20.8,23.9,32.5,29.3,24.2,23.3,21.4,25.3,24.7,28.2,6.4,7.4072289156626505,4.8,6.9,4.5,5.5,3.4,3.9,4.2,3.5,5.8,6.4,5.3,5.6
138,06611,32.4,26.484987893462467,31.5,31.4,32.1,31.8,31.3,44.1,39.0,37.4,37.2,35.5,37.9,36.5,13.6,7.4072289156626505,7.5,8.4,8.5,7.7,7.9,6.6,8.2,7.0,7.1,7.0,7.1,6.1
139,06631,21.2,26.484987893462467,22.6,21.8,23.0,25.2,24.7,33.0,28.5,28.6,28.0,27.0,27.2,21.5,7.2,7.4072289156626505,4.8,5.3,4.9,3.4,4.4,3.3,4.3,3.8,5.1,4.6,5.3,5.8
140,06632,21.6,26.484987893462467,22.1,23.0,23.6,25.4,28.3,23.3,31.4,28.5,25.3,26.3,25.0,24.8,8.7,7.4072289156626505,5.5,6.1,4.6,3.8,3.8,3.5,3.2,4.4,4.4,4.2,4.0,3.4
141,06633,17.9,26.484987893462467,21.3,20.7,21.4,23.7,24.3,32.5,28.3,29.8,27.8,26.1,26.2,24.6,6.7,7.4072289156626505,3.5,5.2,4.2,3.5,4.7,3.3,3.5,3.0,4.0,4.1,3.3,4.1
142,06634,21.7,26.484987893462467,23.8,24.1,29.0,31.3,30.3,39.9,37.6,37.6,28.9,31.9,33.5,33.1,8.9,7.4072289156626505,6.6,5.8,5.6,6.3,6.7,5.2,5.5,5.0,7.5,4.9,5.8,6.5
143,06635,18.5,26.484987893462467,20.8,21.1,21.1,23.7,26.9,31.2,29.4,27.7,24.3,23.9,24.5,20.8,11.4,7.4072289156626505,10.6,10.2,8.7,7.3,6.1,4.9,6.4,5.4,5.0,5.3,5.4,7.3
144,06636,19.6,26.484987893462467,20.6,20.7,21.1,21.8,21.9,28.2,32.3,26.7,26.0,23.0,23.8,20.0,7.9,7.4072289156626505,8.4,5.6,7.6,6.6,6.7,4.8,4.4,2.9,4.8,4.1,5.3,3.8
145,07111,38.0,37.0,41.4,41.7,40.4,44.3,43.3,44.8,48.4,44.9,49.3,43.9,47.3,51.9,6.2,6.8,7.1,7.0,8.7,6.7,5.3,5.7,5.9,4.6,4.4,6.2,6.6,5.4
146,07131,27.3,29.2,27.7,35.0,37.0,37.3,38.0,39.8,41.2,38.3,46.2,46.3,41.8,44.0,5.0,3.7,4.3,4.5,4.3,4.1,3.3,3.7,2.9,3.7,2.4,2.2,3.7,5.4
147,07132,12.8,15.4,18.9,19.1,22.9,23.4,27.8,28.4,24.9,29.5,33.6,31.9,29.1,35.2,7.8,7.9,6.5,8.8,6.6,5.5,4.8,3.9,4.4,5.0,6.2,5.9,7.3,7.0
148,07133,24.6,26.8,29.5,30.3,31.3,32.4,35.2,35.9,32.6,32.1,40.0,34.8,31.7,37.2,8.8,7.8,6.4,7.2,5.6,5.0,4.9,4.7,4.8,5.8,5.0,7.7,5.9,7.3
149,07134,19.4,20.3,24.3,24.3,29.1,30.7,22.3,26.8,26.2,25.8,33.0,31.1,29.7,30.6,9.3,6.0,7.3,8.7,6.0,5.3,4.8,3.7,6.3,8.8,5.4,4.0,5.4,7.8
150,07135,11.4,9.7,12.7,14.2,14.4,19.5,19.9,17.2,17.7,19.0,21.4,24.0,23.3,22.2,9.6,9.3,10.3,8.0,8.7,7.6,6.4,8.1,7.0,8.5,5.7,4.3,8.4,8.1
151,07137,17.8,17.1,20.5,20.1,22.7,21.9,26.0,23.1,22.3,25.9,27.7,28.5,32.0,33.0,9.0,8.3,7.3,6.6,7.0,6.0,5.8,6.0,5.4,5.6,6.0,6.0,5.8,6.6
152,07138,17.5,18.2,18.9,19.5,23.0,24.0,23.6,21.3,21.2,22.3,27.7,27.8,26.2,26.4,10.6,8.8,10.5,10.5,6.6,7.1,7.6,8.7,6.9,8.3,9.1,7.9,9.3,9.6
153,07140,20.0,20.1,24.8,23.1,25.2,25.7,27.1,25.7,26.1,26.1,29.4,26.3,29.5,30.0,6.4,9.4,7.7,7.0,3.9,4.7,4.8,4.4,5.7,8.4,5.1,6.9,5.7,7.4
154,07141,23.3,25.0,24.2,25.2,29.7,30.9,31.3,31.6,31.6,33.6,38.1,36.8,36.8,35.3,8.2,7.9,7.1,7.7,5.8,7.0,4.2,7.7,5.6,7.2,6.2,7.6,6.3,8.8
155,07143,13.9,15.2,16.9,19.7,17.2,19.9,22.3,21.0,20.5,23.8,23.7,25.0,27.2,26.5,8.1,9.2,7.5,7.3,7.6,7.0,6.7,6.1,5.9,6.4,6.6,8.7,8.9,8.0
156,07211,36.5,38.1,40.0,40.0,43.7,39.5,40.1,41.7,41.8,42.0,45.5,43.8,42.7,39.6,7.6,7.7,7.8,6.9,5.5,6.0,5.2,4.6,4.9,6.7,4.8,6.3,6.1,8.1
157,07231,20.8,23.4,24.5,24.0,28.7,26.1,26.7,25.2,28.0,27.1,28.4,30.1,31.7,32.5,6.9,7.9,6.1,7.3,5.1,6.7,6.6,5.7,8.4,7.7,6.7,7.3,8.7,9.3
158,07232,24.9,27.0,26.1,26.6,30.7,29.1,32.1,34.8,33.7,35.3,34.6,36.6,35.4,32.7,5.5,5.6,5.2,6.7,6.0,3.7,4.8,3.9,4.0,4.8,4.8,5.8,4.9,6.3
159,07233,23.3,22.1,28.6,26.7,30.1,30.9,30.3,31.1,27.7,25.9,32.0,37.6,34.7,30.2,5.5,6.5,6.7,4.5,5.8,5.6,5.3,5.0,5.3,6.4,6.0,5.8,8.1,6.1
160,07235,15.9,18.6,19.7,18.9,23.9,27.3,26.6,25.9,26.7,26.9,31.4,26.8,33.5,40.6,7.5,7.2,6.7,7.5,7.0,6.1,6.1,7.4,7.1,8.8,10.6,9.9,7.6,8.5
161,07311,31.9,36.4,35.0,32.4,37.9,35.9,37.3,37.6,38.2,40.0,40.8,40.4,35.2,38.8,10.3,7.5,10.5,8.2,7.7,9.5,6.1,8.8,5.8,5.8,3.7,7.5,7.3,10.8
162,07312,41.0,39.6,43.3,43.4,42.4,45.3,43.4,46.0,44.7,45.9,45.4,45.7,42.3,43.7,7.9,5.3,6.1,4.9,6.9,5.4,6.1,5.0,7.0,5.8,6.4,7.3,7.0,8.3
163,07313,36.4,39.4,38.2,43.3,43.8,42.8,43.9,43.9,38.3,45.0,48.0,49.1,44.7,50.2,9.0,7.8,10.6,7.2,8.4,7.6,5.6,5.6,6.1,9.9,9.0,7.4,6.9,6.5
164,07314,25.0,27.9,28.3,28.9,32.3,35.9,33.0,35.9,32.4,34.4,36.0,35.6,33.2,34.4,11.7,15.0,12.4,9.4,8.5,9.9,8.9,9.0,11.0,11.0,11.3,14.2,13.3,13.2
165,07315,41.0,41.1,41.9,45.7,48.2,44.7,42.8,49.5,51.7,53.1,60.7,52.2,54.7,52.0,3.4,3.8,3.7,3.6,2.6,2.5,1.5,1.8,2.1,3.0,1.2,2.6,3.1,3.8
166,07316,43.3,43.2,48.8,44.9,57.9,57.7,52.6,53.0,56.6,51.9,62.0,55.3,64.6,64.0,7.2,4.9,7.3,5.9,4.0,4.8,5.1,7.0,5.0,5.0,2.6,4.0,3.9,6.2
167,07317,30.5,33.3,32.0,37.2,39.3,37.7,41.6,40.4,36.9,38.5,38.0,39.5,47.0,43.4,12.6,10.2,9.0,7.7,6.4,10.3,10.6,6.7,7.2,5.5,6.2,6.7,7.1,8.4
168,07318,45.3,45.5,45.1,50.5,50.2,51.2,52.4,51.3,47.1,51.3,54.2,54.5,49.1,55.7,3.4,4.0,4.6,4.6,3.4,1.4,2.6,2.5,2.4,2.3,3.7,3.0,5.0,3.2
169,07319,27.2,31.2,31.9,33.1,34.2,33.0,31.9,36.2,33.2,34.0,31.5,38.4,35.1,38.0,10.2,8.6,6.7,6.6,4.3,4.0,4.6,4.1,4.7,4.6,6.0,5.7,6.1,6.0
170,07320,36.1,36.2,35.3,40.5,41.3,42.9,38.9,43.1,41.5,42.2,44.3,44.0,40.4,45.3,10.9,8.0,8.1,8.4,5.3,5.8,5.8,5.1,2.8,8.7,7.8,8.3,4.7,6.4
171,07331,21.1,19.1,23.1,23.7,27.5,26.5,29.1,31.0,28.9,30.3,32.8,33.6,34.6,34.3,8.2,5.6,7.0,5.1,3.4,5.1,4.8,4.4,3.9,5.1,6.1,4.6,6.0,6.9
172,07332,24.9,24.3,28.1,25.5,31.3,32.5,30.7,30.6,30.1,31.3,34.4,42.0,34.9,35.5,7.9,7.5,7.3,6.7,6.1,6.1,6.8,7.4,9.8,9.9,11.1,10.1,11.0,9.0
173,07333,20.8,23.2,24.1,25.5,29.9,24.9,24.8,26.4,27.8,27.5,36.5,32.5,32.0,34.4,6.9,8.0,7.5,6.8,6.7,6.6,6.0,5.9,5.8,4.9,5.1,8.7,7.8,11.6
174,07334,17.0,19.7,19.1,22.6,25.5,23.7,21.5,27.3,25.3,29.3,29.4,29.1,37.2,37.0,9.4,8.0,7.8,4.6,4.4,4.7,5.5,4.0,6.1,4.4,5.8,6.7,5.3,6.1
175,07335,20.4,22.9,24.4,27.1,26.3,29.4,29.3,26.7,30.4,32.3,34.0,30.1,33.1,35.1,7.3,8.8,6.0,5.5,5.8,4.7,5.4,6.3,4.7,7.5,4.5,7.1,9.1,8.2
176,07336,18.2,14.9,18.5,18.5,18.1,20.4,21.4,19.4,19.7,21.7,23.7,21.7,18.8,27.3,7.2,7.7,5.1,7.7,5.0,5.3,5.7,3.7,6.9,8.1,6.9,11.5,12.6,9.9
177,07337,20.3,22.8,24.4,25.7,26.2,26.6,34.4,34.1,31.0,36.1,36.0,36.6,33.7,36.0,5.8,6.0,5.7,5.6,5.0,4.6,5.0,4.9,4.2,6.2,5.7,6.4,5.6,7.0
178,07338,12.1,14.2,13.8,14.2,17.2,15.3,14.9,13.9,12.8,15.1,22.2,19.7,27.9,19.4,4.8,3.5,5.5,5.5,3.5,3.6,2.9,3.9,3.0,2.8,3.8,3.3,3.9,4.3
179,07339,29.8,32.4,32.7,35.9,38.2,40.3,37.5,38.7,34.1,36.6,40.3,47.6,41.8,44.6,7.0,8.5,6.5,5.4,4.7,3.8,5.4,4.2,5.1,4.0,6.0,6.7,6.6,7.3
