,kreis_key,prop_abitur_2006,prop_abitur_2007,prop_abitur_2008,prop_abitur_2009,prop_abitur_2010,prop_abitur_2011,prop_abitur_2012,prop_abitur_2013,prop_abitur_2014,prop_abitur_2015,prop_abitur_2016,prop_abitur_2017,prop_abitur_2018,prop_abitur_2019,prop_no_haupt_2006,prop_no_haupt_2007,prop_no_haupt_2008,prop_no_haupt_2009,prop_no_haupt_2010,prop_no_haupt_2011,prop_no_haupt_2012,prop_no_haupt_2013,prop_no_haupt_2014,prop_no_haupt_2015,prop_no_haupt_2016,prop_no_haupt_2017,prop_no_haupt_2018,prop_no_haupt_2019
246,09189,16.1,18.1,20.2,21.7,25.1,36.5,24.1,23.9,23.6,25.9,26.1,26.5,23.8,26.6,6.7,6.4,5.1,5.8,4.7,4.6,4.6,3.9,3.8,5.0,4.4,4.6,5.0,4.1
247,09190,17.9,21.6,18.8,21.6,23.6,39.3,26.7,24.7,23.7,26.0,26.0,26.4,25.2,23.6,9.1,6.9,6.1,5.4,4.3,4.9,5.1,3.6,4.1,4.3,3.2,4.3,6.2,5.6
248,09261,21.5,25.2,30.6,29.1,33.1,48.3,30.3,31.5,31.5,34.5,32.6,33.9,31.6,32.6,6.6,5.7,4.4,2.7,4.3,2.1,3.7,3.2,3.9,4.7,5.1,4.5,3.9,5.8
249,09262,26.3,27.4,24.6,31.4,33.8,47.1,32.9,30.8,31.7,34.0,36.2,35.4,37.2,37.9,8.6,5.9,7.4,5.2,5.4,5.4,4.1,3.7,4.5,5.9,6.3,5.3,6.0,7.2
250,09263,30.5,26.5,25.1,29.5,32.1,44.3,32.6,36.4,38.0,37.0,32.6,34.1,36.1,33.3,9.5,6.1,9.9,7.6,7.8,4.6,5.1,5.0,3.9,7.5,6.7,5.1,5.9,5.2
251,09271,17.5,19.0,19.0,20.3,22.0,37.1,23.4,23.0,24.0,24.8,20.5,28.0,24.7,21.4,7.2,5.3,6.7,5.6,6.0,3.1,4.9,3.6,3.6,4.2,6.2,7.4,4.0,5.0
252,09272,16.6,18.5,20.5,20.6,20.3,36.1,22.9,23.5,23.4,24.4,27.2,29.5,26.5,22.0,7.7,5.2,5.9,5.4,4.7,4.2,4.0,3.0,4.0,3.2,5.4,3.9,4.4,6.1
253,09273,16.1,17.8,16.0,17.8,20.3,35.0,21.0,25.0,25.0,25.9,25.2,26.0,23.7,23.5,6.0,7.9,4.7,6.7,6.2,3.8,5.1,3.8,3.2,5.1,5.0,6.5,6.8,6.6
254,09274,8.7,9.1,10.0,9.5,10.9,19.6,12.1,12.3,12.7,14.0,11.5,11.7,13.6,11.5,7.3,5.8,5.0,5.9,5.0,4.0,2.5,3.2,3.8,3.6,4.8,3.7,4.4,4.9
255,09275,14.3,12.9,14.0,15.6,16.3,29.6,18.7,20.4,20.1,18.8,18.1,20.4,19.3,20.1,7.6,7.1,6.6,4.7,4.5,4.2,4.1,3.4,3.1,4.0,4.7,5.4,6.1,5.6
256,09276,14.8,13.3,14.4,15.9,17.0,29.5,19.2,16.5,17.7,20.9,20.2,19.4,21.0,23.9,8.1,5.4,6.4,7.4,6.7,3.5,2.9,3.3,2.2,5.3,5.0,7.0,4.5,3.4
257,09277,14.7,17.1,15.9,17.7,21.1,34.6,17.8,20.0,19.6,21.5,21.1,21.8,23.1,19.2,9.0,8.4,8.3,7.4,5.1,5.1,6.4,3.9,5.2,5.0,6.0,5.9,6.8,6.0
258,09278,16.0,16.5,16.1,19.3,17.0,31.8,21.2,18.6,17.5,21.4,22.4,22.8,24.7,24.9,5.4,6.8,5.2,5.9,6.5,3.9,4.0,2.0,3.1,2.3,4.7,5.2,3.2,3.4
259,09279,16.5,16.8,19.1,21.3,20.6,38.0,22.3,24.4,24.9,24.8,23.2,21.8,23.1,23.2,6.4,6.2,7.8,3.7,4.3,3.2,2.4,2.7,2.8,2.1,3.2,3.2,2.7,4.0
260,09361,21.6,27.3,27.4,31.6,32.5,47.7,33.0,33.5,33.7,32.9,30.6,28.9,28.7,30.3,8.2,4.3,7.3,7.0,4.0,5.2,5.0,6.8,3.7,4.8,5.8,6.2,5.7,5.6
261,09362,30.0,32.9,33.6,36.6,37.1,53.8,39.0,37.5,36.2,40.8,42.7,40.5,40.9,37.2,7.2,5.5,5.5,5.6,6.3,3.7,4.5,4.7,4.6,3.6,4.5,4.7,5.0,7.4
262,09363,24.3,25.3,25.9,29.2,29.7,46.6,30.6,31.7,31.3,34.6,33.6,31.6,32.4,37.4,4.8,4.1,4.7,4.4,2.4,3.3,1.7,3.2,3.4,2.2,1.9,4.2,4.5,3.5
263,09371,9.9,6.4,7.4,7.7,10.1,15.6,12.9,10.8,11.5,12.6,13.9,12.2,15.2,12.8,5.8,3.5,5.4,6.1,5.0,4.5,3.0,2.5,1.8,2.0,3.6,3.8,5.3,5.0
264,09372,12.2,15.3,16.2,16.1,19.9,31.6,18.4,19.2,20.0,20.8,20.4,20.0,22.4,22.7,9.0,6.5,5.5,5.0,5.1,3.6,2.8,2.0,1.8,3.5,3.2,5.7,3.1,3.8
265,09373,17.8,18.7,19.3,24.9,22.4,37.7,23.6,22.6,23.4,24.4,23.9,23.8,25.7,25.9,6.2,6.4,4.7,4.7,4.8,2.9,4.0,2.5,3.6,2.6,2.5,2.1,2.8,2.5
266,09374,13.3,13.9,13.8,15.7,15.1,29.3,17.7,17.2,18.3,20.4,20.4,19.1,22.4,20.3,9.0,7.3,9.2,7.3,6.7,6.4,5.7,3.8,4.7,7.4,5.4,9.5,8.3,6.8
267,09375,8.7,7.9,10.0,10.9,13.7,25.4,11.8,13.7,14.2,11.4,14.3,12.6,19.0,18.7,6.2,6.5,5.0,4.9,3.5,2.9,1.8,2.8,2.7,2.7,3.6,4.9,5.0,4.1
268,09376,17.8,19.0,19.2,22.3,23.2,38.0,24.2,24.8,24.5,26.1,26.9,27.6,27.3,26.6,6.2,6.4,4.9,4.8,4.4,3.7,3.5,2.5,2.6,3.3,3.7,3.4,2.6,3.7
269,09377,13.1,16.2,14.3,14.3,16.3,23.6,17.5,14.5,14.9,16.7,16.4,15.5,15.3,16.5,6.5,6.0,7.1,4.4,4.9,5.7,3.5,3.8,2.3,3.8,5.0,3.2,5.0,4.7
270,09461,44.5,47.1,46.6,47.5,52.9,70.3,54.8,55.4,56.1,57.9,53.4,56.1,55.5,51.5,6.0,5.4,5.2,4.4,3.8,2.7,3.9,3.1,3.7,4.7,4.5,4.8,4.8,3.6
271,09462,30.9,35.2,33.4,33.5,39.8,55.4,41.1,42.8,43.2,44.4,42.4,43.0,45.0,46.8,7.1,7.6,7.3,6.0,5.5,4.1,4.3,3.9,4.7,6.1,6.4,5.3,6.6,7.4
272,09463,28.3,27.9,28.6,32.8,35.2,51.6,32.1,36.2,36.2,34.7,35.8,34.8,37.1,40.1,10.9,8.9,6.6,7.8,4.8,4.1,7.0,5.3,6.1,5.8,7.3,9.1,7.2,7.5
273,09464,21.5,25.4,28.4,28.2,31.3,54.0,34.6,34.0,34.2,38.2,35.1,32.7,37.1,35.9,14.5,10.1,9.7,9.1,8.7,5.1,7.6,6.0,7.7,9.5,11.1,12.8,11.3,12.8
274,09471,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,6.0,7.0,5.7,5.7,6.0,5.6,3.7,3.1,4.4,4.4,4.7,5.2,6.8,6.8
275,09472,9.9,10.3,9.5,12.3,13.3,21.7,13.2,11.6,11.7,12.4,11.0,11.5,14.3,13.4,4.9,5.1,4.3,2.8,2.3,2.1,4.4,3.5,2.9,4.8,3.0,3.3,4.0,3.1
276,09473,8.7,12.1,11.4,13.5,14.7,26.4,15.9,19.6,20.9,19.5,18.3,20.7,16.6,15.9,8.4,8.2,8.4,7.0,7.2,5.6,8.0,5.7,6.1,4.2,6.9,8.9,8.5,7.8
277,09474,17.6,22.9,22.5,23.2,25.2,40.7,28.3,28.7,28.7,29.9,29.3,29.2,29.1,27.3,5.8,5.8,3.7,2.4,3.5,3.1,3.0,3.1,3.8,3.2,4.2,6.3,4.5,7.2
278,09475,11.4,13.0,12.3,15.5,19.7,30.8,17.5,22.7,23.5,17.3,18.8,16.8,19.4,13.4,7.5,6.7,5.7,4.7,3.7,5.0,4.0,4.3,3.0,4.7,6.1,5.5,5.4,6.4
279,09476,15.9,21.2,18.5,21.9,26.3,45.2,26.7,27.3,27.4,31.8,29.2,29.3,27.6,28.0,8.7,6.2,6.9,5.7,5.0,2.6,3.7,4.2,3.2,3.4,3.1,4.4,4.6,6.6
280,09477,23.2,21.4,24.1,20.5,25.4,42.7,29.1,28.2,27.8,27.8,31.3,30.1,28.5,29.8,8.4,9.4,5.9,5.8,7.6,5.2,6.9,8.6,5.2,7.1,8.1,8.7,7.2,8.1
281,09478,12.9,15.7,17.5,17.9,17.5,32.8,21.1,21.3,21.5,25.5,20.6,25.9,31.0,26.8,10.5,5.8,7.0,5.8,4.9,4.3,5.3,5.6,4.6,4.8,4.3,5.7,7.2,7.0
282,09479,21.6,20.5,22.1,26.9,25.6,39.3,29.2,26.5,27.5,29.8,28.3,28.6,31.5,31.0,5.7,6.2,6.2,7.2,6.7,6.3,6.7,5.5,4.7,5.7,7.8,7.7,10.2,10.9
283,09561,29.6,32.0,31.8,32.9,40.2,56.2,40.4,39.6,39.8,44.4,41.9,40.1,40.0,38.0,4.5,4.8,5.2,4.8,4.2,1.9,2.8,2.9,1.1,3.3,2.9,6.0,4.2,3.4
284,09562,37.0,35.9,38.0,40.2,42.3,62.6,43.8,49.9,50.8,49.5,45.1,45.8,45.9,43.5,4.6,6.1,5.0,4.4,4.7,2.8,3.7,3.8,3.3,3.4,4.5,4.9,4.0,4.3
285,09563,20.7,23.1,23.9,23.2,25.0,40.6,26.1,28.9,27.5,29.0,31.1,26.6,29.2,27.2,11.3,13.1,10.4,9.0,9.4,6.4,7.8,7.9,6.3,6.0,6.5,10.7,9.9,8.1
286,09564,21.4,23.6,24.4,27.8,27.2,42.2,28.5,29.8,29.6,30.5,31.3,30.1,30.4,28.8,12.3,11.1,11.1,9.7,9.4,6.6,7.9,7.5,8.5,7.4,6.9,8.4,9.3,9.0
287,09565,24.8,23.7,26.4,26.4,32.8,48.6,36.4,37.2,34.7,39.1,35.7,34.5,33.3,33.4,6.9,7.6,7.0,8.0,7.4,4.7,3.6,4.7,7.9,5.5,6.9,7.1,6.3,5.2
288,09571,14.4,15.1,16.4,18.3,19.5,30.3,19.4,18.6,19.1,22.0,20.4,21.7,21.6,19.2,8.8,8.5,7.2,7.5,6.2,4.3,5.6,6.5,5.1,5.8,5.4,6.7,7.2,7.6
289,09572,31.5,33.0,32.7,36.1,36.0,50.6,37.8,37.6,37.9,34.4,35.3,35.5,36.0,38.3,5.9,7.7,4.8,5.0,5.1,3.3,3.7,2.4,3.5,3.4,5.2,3.6,6.6,4.6
290,09573,25.8,26.8,29.0,36.3,34.0,55.3,39.0,39.5,37.1,37.3,32.8,35.4,33.1,35.6,6.4,4.8,4.7,4.8,4.3,2.6,2.2,2.1,2.1,2.7,3.2,5.0,4.8,3.0
291,09574,22.0,22.4,24.3,24.5,28.1,42.9,27.5,29.3,29.4,27.7,26.9,29.9,28.2,25.5,10.5,10.8,9.5,8.9,7.3,6.2,7.4,6.4,7.8,7.7,9.2,6.6,6.2,8.3
292,09575,16.8,17.3,20.3,21.0,24.3,37.5,24.1,23.8,24.1,27.3,27.2,25.2,24.7,27.3,5.7,6.1,5.6,4.9,4.9,3.9,4.8,5.0,3.9,3.7,5.9,7.9,8.5,5.3
293,09576,16.1,13.3,16.5,18.3,20.0,33.1,24.6,25.8,26.0,26.2,20.6,22.4,26.3,29.5,9.2,7.0,5.5,4.7,6.3,4.6,6.5,6.3,7.3,7.9,8.8,9.2,8.1,6.5
294,09577,15.1,18.7,16.4,18.8,20.8,34.9,23.1,26.8,24.9,24.3,23.7,24.1,27.4,24.0,6.4,4.9,6.0,6.4,4.4,2.9,4.0,2.6,3.8,4.2,4.5,4.5,4.6,6.7
295,09661,25.7,27.2,32.4,35.1,35.4,48.3,35.6,38.6,39.3,34.9,44.5,35.6,38.5,33.7,6.1,6.3,5.9,4.2,4.3,3.7,3.7,3.8,4.4,5.5,8.3,3.8,5.7,5.0
296,09662,29.2,29.2,31.4,33.6,34.3,49.9,33.9,37.2,36.9,37.6,37.1,37.6,38.7,37.0,5.8,6.9,4.0,4.6,3.9,2.3,3.9,5.0,3.7,3.4,4.7,8.2,8.8,7.3
297,09663,34.2,37.9,40.1,37.6,41.8,55.7,40.2,39.5,38.9,41.7,43.2,46.9,42.0,40.3,7.8,7.3,5.7,6.9,5.9,4.6,5.9,5.5,5.6,5.6,5.9,5.1,5.7,5.7
298,09671,12.1,13.4,15.6,18.0,18.2,33.8,20.7,21.2,22.7,24.5,21.6,22.4,21.8,23.3,8.4,6.4,5.7,6.8,5.7,4.5,4.3,4.8,2.9,3.3,4.6,3.4,4.8,3.6
299,09672,20.5,19.7,21.2,23.4,23.8,39.3,26.8,27.1,28.2,28.6,28.6,29.7,29.8,29.2,5.4,5.2,6.2,3.3,2.6,2.7,3.8,1.7,2.3,3.6,4.0,7.4,5.7,4.9
300,09673,15.9,15.6,17.7,20.1,23.6,37.0,21.7,25.5,27.0,23.9,26.1,23.6,22.7,23.1,4.5,5.6,6.4,3.7,3.6,3.2,3.5,4.1,2.4,3.4,5.7,5.5,7.3,4.9
301,09674,15.5,14.5,14.7,18.6,19.5,36.7,20.2,22.5,23.5,24.8,22.5,25.8,28.3,24.7,8.1,6.7,7.4,6.7,6.1,4.5,6.5,3.2,4.2,4.9,6.5,4.2,4.6,7.5
302,09675,25.4,27.4,26.9,28.8,32.3,46.6,34.7,34.8,35.2,36.5,36.7,38.4,37.3,36.1,6.4,6.0,4.5,3.3,3.5,1.9,3.9,3.9,3.6,3.9,3.9,3.1,5.9,6.7
303,09676,14.3,17.4,16.2,19.7,22.7,32.8,21.5,21.5,21.4,22.9,26.0,25.6,25.8,25.9,7.4,6.5,7.5,6.4,5.5,5.5,5.2,3.3,4.8,4.7,4.6,5.4,5.9,4.4
304,09677,17.3,17.9,21.3,21.6,22.4,37.2,25.3,25.8,25.1,27.8,26.3,27.8,25.6,26.5,6.2,4.3,4.2,3.7,2.6,2.8,2.7,2.4,2.0,1.7,3.2,3.0,3.1,2.3
305,09678,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.4,9.7,11.3,8.2,8.3,7.4,8.6,5.8,8.9,5.9,10.7,10.3,9.2,7.4
306,09679,24.29115044247788,4.0,6.3,12.1,8.9,21.2,13.1,15.3,16.1,12.1,7.0,11.1,12.7,10.5,6.8,5.9,5.4,2.9,3.4,2.3,2.0,3.9,2.8,7.6,7.5,9.3,3.7,6.3
307,09761,27.1,29.8,30.4,30.7,33.5,48.8,32.7,32.7,32.6,33.1,32.2,31.8,31.6,32.6,7.6,7.3,6.4,6.5,4.9,3.6,4.4,4.6,3.9,4.5,4.9,6.8,5.8,6.1
308,09762,20.4,20.2,20.9,25.4,26.2,44.1,28.4,29.2,29.8,30.3,28.3,32.1,27.3,31.4,8.0,9.9,9.7,8.6,8.3,7.3,4.8,5.1,7.0,7.7,7.8,6.3,5.8,5.3
309,09763,22.1,21.3,22.5,23.2,24.6,39.2,22.7,23.2,23.3,24.6,22.8,23.6,26.7,24.1,13.0,10.4,10.5,10.3,7.5,7.4,6.6,6.7,7.9,7.8,6.7,7.5,7.3,7.9
310,09764,24.4,24.3,23.3,27.1,30.6,42.5,23.9,22.3,23.9,19.3,24.6,24.3,24.4,24.4,11.4,6.9,6.2,5.4,8.1,5.9,2.7,6.6,5.6,7.6,6.4,8.9,8.4,6.0
311,09771,11.0,9.4,11.2,12.6,14.3,26.0,14.9,17.1,17.4,18.3,17.3,16.9,17.1,17.6,7.1,8.4,7.1,7.3,8.0,5.0,3.2,3.7,3.2,4.8,5.0,6.0,5.9,6.6
312,09772,13.2,14.7,13.7,15.5,16.5,28.9,18.1,19.2,19.2,20.4,18.7,20.5,21.1,21.1,8.8,8.2,7.7,7.8,7.7,5.5,5.0,5.7,4.6,5.9,4.8,5.6,6.1,6.1
313,09773,17.4,18.2,20.1,23.0,23.6,40.5,24.9,25.6,25.3,27.8,24.9,27.1,28.9,26.9,8.9,8.9,6.7,6.5,5.9,3.0,2.5,4.2,4.2,4.9,5.6,5.9,7.4,7.2
314,09774,20.1,18.6,23.5,23.8,25.5,41.3,27.6,27.3,27.1,27.6,26.8,28.7,28.9,29.5,10.3,8.4,7.9,9.5,9.5,5.9,7.9,7.2,7.4,6.8,6.7,6.6,7.3,8.0
315,09775,18.5,17.5,18.9,19.5,21.5,36.7,21.4,21.4,21.0,22.1,20.5,24.6,24.2,23.9,6.4,6.1,6.5,7.0,7.2,5.2,5.9,6.4,3.6,4.8,7.4,7.9,7.2,6.8
316,09776,23.2,21.8,23.7,26.2,29.8,42.7,25.5,29.0,26.6,32.8,27.9,29.5,33.6,29.0,8.2,10.3,6.2,5.0,4.4,2.8,3.3,4.2,2.5,4.8,6.8,4.9,3.7,6.3
317,09777,10.7,12.6,13.2,16.6,18.6,30.2,17.2,17.6,18.1,17.7,17.7,20.1,18.2,24.4,6.8,4.8,4.7,4.0,4.3,3.0,1.9,3.6,3.3,2.1,3.7,3.9,3.3,3.3
318,09778,13.5,15.6,15.2,15.0,17.5,31.7,21.4,23.7,23.0,21.8,22.7,23.0,22.3,20.5,4.2,3.6,4.5,3.1,1.9,1.7,1.9,2.7,2.3,2.2,2.1,3.4,3.0,2.9
319,09779,14.4,14.8,15.6,17.4,18.2,30.1,18.1,19.3,18.8,20.9,19.1,20.3,22.2,21.7,7.8,7.0,4.8,4.0,4.2,3.4,4.4,3.4,3.6,3.0,3.8,4.3,3.5,4.4
320,09780,12.7,13.9,11.7,13.2,15.3,29.0,15.9,16.6,15.9,17.5,17.0,19.4,19.8,20.0,5.2,4.8,4.7,3.1,3.2,3.1,2.8,2.7,2.9,2.6,3.8,5.0,3.9,2.9
321,10041,29.3,27.1,29.2,44.1,33.9,34.8,33.8,33.6,35.1,39.1,36.7,35.5,38.2,36.0,8.8,8.3,7.5,6.4,6.2,5.5,5.7,6.2,6.1,5.5,8.6,6.8,8.8,8.0
322,10042,26.7,23.9,30.7,46.1,31.3,31.5,31.3,25.4,28.6,38.6,33.6,34.0,35.4,38.3,7.4,6.9,6.4,5.1,5.2,3.1,4.5,5.4,4.7,3.4,8.4,8.0,7.5,4.6
323,10043,20.7,19.1,22.3,38.7,24.5,26.0,26.6,24.7,29.1,28.6,26.0,29.8,26.6,27.2,8.3,9.0,7.6,7.2,6.4,7.3,6.6,5.4,5.8,5.2,8.9,7.1,8.0,10.2
324,10044,25.9,20.6,24.5,42.8,27.5,29.6,27.9,32.6,32.5,36.8,34.5,30.6,33.7,33.0,6.7,7.7,6.3,3.8,4.7,4.3,5.5,3.5,3.5,4.1,6.1,5.8,5.4,6.1
325,10045,28.4,30.0,31.2,49.1,37.2,35.8,36.5,32.9,39.4,40.2,39.9,38.2,36.7,37.6,8.2,4.8,6.0,4.4,6.6,4.7,4.6,4.5,4.4,3.7,4.4,6.3,5.6,6.6
326,10046,23.4,24.9,27.0,45.9,32.4,32.1,33.1,33.7,33.8,37.5,35.2,33.1,38.7,31.8,8.7,7.6,7.0,4.5,5.1,4.6,4.3,4.9,5.9,5.5,3.8,6.6,6.4,7.2
327,11000,36.5,37.5,39.8,41.4,41.2,41.8,50.2,41.7,42.5,42.2,46.6,47.6,46.3,44.4,9.5,9.7,9.5,8.9,9.1,8.8,6.9,7.2,8.4,10.0,8.4,9.6,9.9,8.9
328,12051,30.9,38.0,45.2,53.3,40.4,42.6,48.3,37.6,33.3,33.6,34.9,38.7,36.2,38.7,12.7,13.9,7.8,8.2,9.3,10.1,6.3,7.4,8.3,9.6,8.7,8.4,8.7,8.3
329,12052,41.2,38.1,47.1,51.0,52.1,46.5,52.5,45.2,40.4,41.6,45.6,50.1,46.8,49.4,7.8,10.0,7.1,6.6,7.4,7.5,6.8,8.6,8.8,8.7,8.2,8.6,10.2,6.9
330,12053,41.7,47.5,56.7,63.8,52.6,50.1,51.1,41.5,42.0,40.3,42.5,56.9,45.4,43.6,8.5,8.3,7.4,6.8,6.9,5.8,7.1,6.8,6.5,4.6,5.4,6.3,6.9,7.8
331,12054,41.7,44.4,55.6,64.2,60.9,57.7,65.2,55.0,53.2,54.5,55.9,57.9,59.1,55.8,8.0,6.6,6.2,4.5,4.2,4.6,3.6,4.2,4.8,3.9,3.6,4.5,4.8,5.1
332,12060,28.1,33.8,39.4,50.4,45.8,37.4,47.0,37.3,34.4,34.2,36.9,39.8,39.9,37.6,9.6,9.6,8.6,7.6,5.5,8.7,8.2,7.1,7.6,6.4,6.4,6.8,7.5,6.4
333,12061,32.8,36.8,43.7,48.3,46.5,42.1,50.4,37.5,38.5,38.7,37.3,45.5,42.0,44.1,9.0,8.9,8.4,7.1,6.6,5.7,5.2,7.1,6.1,6.8,5.6,4.8,6.6,5.4
334,12062,33.7,37.2,40.9,51.4,45.2,39.0,44.3,32.1,30.3,34.2,32.6,33.2,31.8,33.0,8.7,9.0,11.0,9.8,7.6,9.9,7.1,8.6,8.0,6.7,5.9,8.4,6.4,7.2
335,12063,27.0,34.5,27.9,47.4,47.8,43.4,49.1,42.0,39.3,40.6,44.5,46.7,46.4,48.4,11.5,11.6,10.7,10.2,9.0,7.4,7.4,7.3,8.0,6.6,5.3,6.1,6.2,5.3
336,12064,26.2,29.1,37.7,49.5,44.1,35.2,41.6,30.6,28.9,31.5,31.0,35.4,33.2,31.6,10.3,10.9,10.0,7.8,9.2,8.5,7.5,8.7,7.0,9.1,7.9,7.3,8.4,8.9
337,12065,24.7,30.4,38.1,44.9,42.4,34.8,43.3,35.4,32.6,33.1,36.1,41.0,40.3,40.7,8.4,7.3,8.8,7.8,7.5,9.4,6.1,6.9,7.3,6.3,7.3,7.0,5.8,7.0
338,12066,26.8,35.9,38.7,46.1,42.1,30.8,36.5,29.2,26.1,23.2,26.1,29.6,29.4,25.8,11.4,9.6,11.0,10.4,12.6,10.1,9.3,8.9,10.3,9.4,10.1,8.7,8.2,9.9
339,12067,30.3,39.2,45.1,49.2,45.5,40.4,43.5,33.6,33.8,33.1,34.0,36.8,36.9,35.5,11.5,12.1,12.5,11.4,9.7,9.8,8.7,10.1,9.7,9.5,8.8,8.8,10.0,9.0
340,12068,32.0,36.3,43.6,47.9,45.1,35.6,44.2,31.8,32.3,29.9,33.5,35.7,34.4,32.8,11.4,11.7,11.7,8.3,10.6,11.4,8.1,8.7,8.4,8.6,10.0,9.7,8.8,10.4
341,12069,35.5,41.8,47.1,55.9,48.3,42.6,52.0,42.2,42.4,44.4,44.4,52.3,51.2,51.0,9.6,9.0,9.3,6.7,6.7,6.2,5.6,5.5,5.8,5.5,5.2,5.0,3.2,4.3
342,12070,27.1,30.8,39.4,45.8,40.5,34.0,36.0,33.2,26.0,30.7,27.4,34.8,30.7,32.9,14.1,12.1,12.8,10.8,13.7,13.3,12.3,12.2,8.6,11.8,14.2,10.6,12.4,14.4
343,12071,31.1,42.3,52.8,58.3,52.0,42.8,44.1,32.1,32.4,28.2,36.2,39.2,39.2,31.3,9.3,7.0,8.4,6.2,5.8,7.5,5.9,8.4,11.2,7.4,6.4,7.6,10.0,9.9
344,12072,25.5,30.6,37.8,45.1,44.7,37.0,44.0,35.6,32.3,31.3,32.6,36.5,35.6,32.3,12.1,10.9,10.0,9.7,9.7,10.7,7.5,9.5,9.9,8.3,8.2,9.0,8.1,8.0
345,12073,29.9,32.2,38.2,42.0,39.3,33.5,38.5,28.9,28.1,30.4,29.2,31.9,31.6,30.4,12.2,12.5,11.7,10.9,10.6,13.7,10.0,11.8,12.9,11.0,11.6,11.1,11.0,10.4
346,13001,32.3,38.8,56.7,46.5,44.4,45.3,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.2,6.0,8.6,7.8,11.0,12.1,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
347,13002,40.2,46.9,67.0,50.7,50.0,43.0,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.5,9.6,6.3,9.6,8.0,14.7,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
348,13003,38.3,40.0,60.6,53.0,46.8,41.3,44.4,43.4,45.5,47.2,43.2,45.6,47.0,48.1,12.4,10.6,9.5,11.5,10.9,12.0,10.0,13.1,8.6,9.7,10.8,9.9,8.9,11.1
349,13004,32.8,38.5,60.4,48.0,37.8,38.8,42.5,43.5,44.9,49.9,47.9,48.5,44.3,40.4,13.5,13.1,7.9,10.1,17.8,13.1,13.1,14.2,9.9,9.4,11.9,10.3,11.6,11.4
350,13005,29.5,40.3,54.5,49.9,46.4,37.9,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.4,7.6,9.1,7.5,10.7,11.1,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
351,13006,34.6,35.7,57.7,43.2,35.3,42.2,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.8,11.7,12.3,21.1,17.7,14.3,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
352,13051,25.5,32.2,51.1,39.5,33.9,31.8,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.2,8.4,8.8,10.7,12.4,11.6,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
353,13052,19.9,26.9,47.0,35.8,27.8,28.3,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.1,12.0,11.7,14.4,15.1,16.7,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
354,13053,21.1,23.5,46.9,35.8,31.3,24.5,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.5,11.3,9.5,15.7,15.2,12.6,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
355,13054,23.7,28.0,51.5,37.4,33.4,31.0,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.4,11.3,9.4,11.1,10.3,14.7,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
356,13055,18.7,32.8,52.2,44.7,30.8,32.8,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.2,11.5,12.0,12.9,16.3,16.5,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
